CODGEO,P19_POP,SUPERF,P19_LOG,P19_RP,dens_pop_km2,rap_log_rp,libelle,latitude,longitude
22381,351.0,3.25,173.860011544744,146.860011544744,108.0,0.84,Trézény,48.7546408684,-3.36053531612
22383,224.0,3.61,148.151838007383,109.411838007383,62.05,0.74,Troguéry,48.7607516735,-3.22457645255
22384,1053.0,6.79,627.266101129336,461.689040410772,155.08,0.74,Uzel,48.2806260052,-2.84761696775
22385,1092.0,4.57,608.544246611749,471.92452830189,238.95,0.78,La Vicomté-sur-Rance,48.4879334459,-1.98287622329
22386,776.0,25.13,390.090705198604,308.090705198604,30.88,0.79,Le Vieux-Bourg,48.3910051078,-3.00385012187
22387,1285.0,23.13,797.0,602.0,55.56,0.76,Le Vieux-Marché,48.6138736839,-3.43816740638
22388,1239.0,7.35,575.738124609059,511.972311356047,168.57,0.89,Vildé-Guingalan,48.4365421209,-2.1517921556
22389,4990.0,17.44,2451.0,2240.0,286.12,0.91,Yffiniac,48.4685015878,-2.68098120309
22390,777.0,11.61,435.897249130897,340.154470442547,66.93,0.78,Yvias,48.7151767703,-3.04560013662
22391,1129.0,35.39,736.0,511.0,31.9,0.69,Yvignac-la-Tour,48.3488527307,-2.17094067762
23001,1410.0,33.74,983.0,655.0,41.79,0.67,Ahun,46.0861690765,2.02430101436
23002,1075.0,33.14,540.730201984421,414.337344841564,32.44,0.77,Ajain,46.2109887646,1.9959623106
23003,139.0,9.54,94.2388732394366,70.4788732394366,14.57,0.75,Alleyrat,45.9878416933,2.15421492891
23004,555.0,29.5,403.760611614251,250.414364640886,18.81,0.62,Anzême,46.2540912663,1.84997964766
23005,198.0,20.5,163.487008236773,82.4870082367734,9.66,0.5,Arfeuille-Châtain,46.0604129524,2.43471824628
23006,212.0,22.56,219.79025849809,114.889825597657,9.4,0.52,Arrènes,46.0724415399,1.56731050759
23007,236.0,21.69,239.957194679075,120.957194679075,10.88,0.5,Ars,45.9991439171,2.08403361225
23008,3248.0,19.21,2693.00555022925,1828.95629579239,169.08,0.68,Aubusson,45.9509017497,2.16588054786
23009,93.0,9.97,82.0420028476507,47.4489795918367,9.33,0.58,Auge,46.2367809239,2.33256543891
23010,118.0,12.43,108.795518207283,63.4621848739496,9.49,0.58,Augères,46.0799619042,1.72763541074
23011,160.0,10.86,141.576096341741,81.4723926380368,14.73,0.58,Aulon,46.0918100257,1.69586417103
23012,109.0,21.66,139.282775312626,61.8648648648649,5.03,0.44,Auriat,45.8709814148,1.63389938351
23013,1208.0,7.08,803.467700824861,599.084392772619,170.62,0.75,Auzances,46.0263051505,2.50665292923
23014,121.0,9.51,98.3859543817526,61.0084033613445,12.72,0.62,Azat-Châtenet,46.0866252044,1.76923265041
23015,813.0,39.44,596.0,385.0,20.61,0.65,Azerables,46.3524585788,1.47492272648
23016,182.0,15.24,153.0,79.0,11.94,0.52,Banize,45.9368272021,1.99756920373
23017,164.0,22.57,165.074076846307,79.5449101796407,7.27,0.48,Basville,45.8577538427,2.41245450186
23018,247.0,13.43,208.846112835441,123.235253106934,18.39,0.59,Bazelat,46.3502358102,1.53198134056
23019,25.0,14.49,51.0,14.0,1.73,0.27,Beissat,45.7647646424,2.28346440159
23020,410.0,3.14,288.166036707144,169.490782215271,130.57,0.59,Bellegarde-en-Marche,45.9815413082,2.29291200261
23021,765.0,11.56,588.889822961821,358.88014263701,66.18,0.61,Bénévent-l'Abbaye,46.1177051494,1.62940216696
23022,373.0,28.24,312.792316053645,184.526455026455,13.21,0.59,Bétête,46.3616170895,2.06970642299
23023,105.0,6.9,89.0,52.0,15.22,0.58,Blaudeix,46.2296903027,2.08515076921
23024,532.0,17.75,297.0,243.0,29.97,0.82,Blessac,45.9634823691,2.11186170514
23025,1342.0,45.79,875.0,612.0,29.31,0.7,Bonnat,46.3230193342,1.91345063136
23026,351.0,32.5,291.10608945991,175.99569984952,10.8,0.6,Bord-Saint-Georges,46.2516533293,2.28716245928
23027,235.0,9.01,192.0,123.0,26.08,0.64,Bosmoreau-les-Mines,46.0023571531,1.754330245
23028,107.0,7.56,76.3063063063063,45.3063063063063,14.15,0.59,Bosroger,46.0038432661,2.25085603328
23029,219.0,15.39,235.0,106.0,14.23,0.45,Le Bourg-d'Hem,46.3013219598,1.84102963635
23030,2478.0,22.54,1613.81917809492,1148.75800027902,109.94,0.71,Bourganeuf,45.9488316106,1.74900640908
23031,1249.0,1.48,930.361050294464,669.09058397322,843.92,0.72,Boussac,46.3477988383,2.2230835624
23032,695.0,38.69,503.958296002673,350.263246497723,17.96,0.7,Boussac-Bourg,46.3680932326,2.21561135415
23033,445.0,7.08,220.0,186.0,62.85,0.85,La Brionne,46.1643596252,1.78886937699
23034,28.0,3.63,23.4814814814815,13.4814814814815,7.71,0.57,Brousse,45.9721485733,2.45298546881
23035,707.0,25.07,382.448116045034,294.447576878903,28.2,0.77,Budelière,46.2207179959,2.47512106932
23036,1030.0,41.13,872.887754331883,488.705897337042,25.04,0.56,Bussière-Dunoise,46.2557563737,1.76028995506
23037,79.0,8.52,74.475,41.475,9.27,0.56,Bussière-Nouvelle,46.0136722652,2.41956472448
23038,253.0,22.45,208.284417093164,120.284417093164,11.27,0.58,Bussière-Saint-Georges,46.4017907068,2.1551143589
23039,541.0,29.11,563.0,288.0,18.58,0.51,La Celle-Dunoise,46.311979886,1.78178481462
23040,154.0,14.07,105.350757077024,68.5548387096774,10.95,0.65,La Celle-sous-Gouzon,46.2188855114,2.20927433054
23041,243.0,21.48,251.262206026315,131.262206026315,11.31,0.52,La Cellette,46.4013328197,2.00952314466
23042,125.0,12.13,114.0,65.0,10.31,0.57,Ceyroux,46.0590279799,1.66489308266
23043,96.0,7.44,99.0,48.0,12.9,0.48,Chamberaud,46.0500466747,2.04421088679
23044,80.0,6.66,74.3577235772358,39.0243902439024,12.01,0.52,Chambon-Sainte-Croix,46.3528332177,1.76950395174
23045,868.0,33.58,669.938146044498,423.304614887228,25.85,0.63,Chambon-sur-Voueize,46.1927327161,2.41857573125
23046,81.0,12.86,77.0,36.0,6.3,0.47,Chambonchard,46.1608851988,2.5415892944
23047,241.0,11.18,188.999210965184,114.999210965184,21.56,0.61,Chamborand,46.1570722156,1.57302585912
23048,471.0,28.82,376.0,214.0,16.34,0.57,Champagnat,46.0202394723,2.28670592425
23049,249.0,13.64,208.839600792642,113.422515365507,18.26,0.54,Champsanglard,46.2806561579,1.88931352646
23050,128.0,8.68,127.229333333333,80.896,14.75,0.64,La Chapelle-Baloue,46.3589545585,1.56868823995
23051,78.0,10.12,79.0,43.0,7.71,0.54,La Chapelle-Saint-Martial,46.0253131218,1.9223831649
23052,431.0,14.11,224.151128261131,165.637853924848,30.55,0.74,La Chapelle-Taillefert,46.1137729071,1.8336197788
23053,205.0,14.12,144.595709570957,86.2623762376238,14.52,0.6,Chard,45.9497905818,2.49042284928
23054,230.0,30.11,184.807322693717,116.409661875003,7.64,0.63,Charron,46.0375605731,2.56407684022
23055,30.0,2.42,32.4223484848485,15.9375,12.4,0.49,Châtelard,45.963784452,2.46736302039
23056,294.0,43.2,443.004191336836,161.004191336836,6.81,0.36,Châtelus-le-Marcheix,46.0069474646,1.62547774124
23057,551.0,14.97,418.167100613645,260.81351815226,36.81,0.62,Châtelus-Malvaleix,46.2969350634,2.03300541639
23058,105.0,10.62,76.7949674971261,41.3404220425806,9.89,0.54,Le Chauchet,46.1103548502,2.32892564693
23059,101.0,7.19,72.5576923076923,48.5576923076923,14.05,0.67,La Chaussade,45.9876295804,2.24885532126
23060,143.0,12.73,133.00390625,68.0,11.23,0.51,Chavanat,45.9523570692,1.96630866887
23061,755.0,7.77,561.041181320992,397.193202178354,97.17,0.71,Chénérailles,46.1127495212,2.17151822277
23062,559.0,34.9,492.0,288.0,16.02,0.59,Chéniers,46.3514072872,1.8276144193
23063,155.0,27.55,151.0,78.0,5.63,0.52,Clairavaux,45.7760335955,2.17700112411
23064,650.0,42.42,576.702363938342,298.875856543575,15.32,0.52,Clugnat,46.2993581624,2.11966414545
23065,274.0,10.7,228.365904535882,130.561556709796,25.61,0.57,Colondannes,46.288107572,1.61692069958
23066,194.0,16.54,183.0,97.0,11.73,0.53,Le Compas,46.0039185769,2.4526231554
23067,788.0,41.42,541.913796920427,353.237427057413,19.02,0.65,La Courtine,45.7301505844,2.24382828385
23068,528.0,33.41,460.627840149693,280.372093023256,15.8,0.61,Cressat,46.1345372274,2.09295080536
23069,412.0,14.16,397.938343396765,220.134629868914,29.1,0.55,Crocq,45.8502209227,2.36477428271
23070,439.0,30.52,502.046843141148,253.046843141148,14.38,0.5,Crozant,46.3822860468,1.61270659121
23071,191.0,22.16,223.65306122449,89.6530612244898,8.62,0.4,Croze,45.8244062153,2.16780878793
23072,231.0,24.59,228.036510192087,119.036510192087,9.39,0.52,Domeyrot,46.2491823013,2.14721070641
23073,425.0,47.45,365.986787747116,191.485075726932,8.96,0.52,Dontreix,45.978839337,2.5468586332
23074,186.0,13.54,187.544332210999,91.5238095238095,13.74,0.49,Le Donzeil,46.03538708,1.98532939253
23075,1094.0,9.81,783.0,549.0,111.52,0.7,Dun-le-Palestel,46.3032821577,1.66218300041
23076,1328.0,45.55,1097.35166030279,669.715406162466,29.15,0.61,Évaux-les-Bains,46.168925905,2.49933110004
23077,439.0,47.89,460.470238279302,199.600685290479,9.17,0.43,Faux-la-Montagne,45.7429564648,1.93500942222
23078,189.0,19.96,137.600831600832,85.8162162162162,9.47,0.62,Faux-Mazuras,45.9224179922,1.77972681023
23079,1550.0,13.74,1214.19599804233,791.478310967496,112.81,0.65,Felletin,45.889520976,2.18271124708
23080,94.0,14.33,94.9787723785166,51.0,6.56,0.54,Féniers,45.7440562611,2.12615175724
23081,300.0,43.53,334.775196687139,158.775196687139,6.89,0.47,Flayat,45.7785868628,2.38619915341
23082,316.0,12.3,201.737209930137,139.242111890921,25.69,0.69,Fleurat,46.2324388485,1.68303685298
23083,247.0,15.91,183.943338385666,110.943338385666,15.52,0.6,Fontanières,46.1071405466,2.51926577888
23084,146.0,7.72,142.972734436564,71.4468085106383,18.91,0.5,La Forêt-du-Temple,46.4271220659,1.90602362472
23086,244.0,18.29,218.362876584427,125.53384680304,13.34,0.57,Fransèches,46.0285507814,2.03995506962
23087,488.0,30.78,601.865008943422,273.865008943422,15.85,0.46,Fresselines,46.3778373605,1.69897316161
23088,121.0,9.49,88.671591634021,53.062895981847,12.75,0.6,Gartempe,46.1523609453,1.72597584698
23089,728.0,35.76,516.085335419451,346.775243676332,20.36,0.67,Genouillac,46.3446574595,1.9934844532
23090,378.0,79.29,422.0,164.0,4.77,0.39,Gentioux-Pigerolles,45.7846764541,2.00852107248
23091,161.0,37.42,168.176829268293,74.609756097561,4.3,0.44,Gioux,45.8012431656,2.11443257853
23092,680.0,27.6,413.329081235617,292.751461403772,24.64,0.71,Glénic,46.2297069592,1.94120796612
23093,1567.0,50.03,993.0,735.0,31.32,0.74,Gouzon,46.1872230665,2.23078389232
23095,1220.0,78.91,818.417829494647,576.552287553405,15.46,0.7,Le Grand-Bourg,46.1597264029,1.65508431934
23096,12734.0,26.21,8369.92417272894,6852.79221573495,485.85,0.82,Guéret,46.1632121428,1.87078672735
23097,298.0,26.43,231.899138175428,144.754029479776,11.28,0.62,Issoudun-Létrieix,46.0660443592,2.16414045636
23098,90.0,8.45,91.0,47.0,10.65,0.52,Jalesches,46.2952982934,2.08236208756
23099,318.0,28.29,294.0,153.0,11.24,0.52,Janaillat,46.0480658385,1.77462877291
23100,439.0,9.17,286.571211212674,219.785954802417,47.87,0.77,Jarnages,46.1901556115,2.0803969544
23101,387.0,22.44,338.931470729267,190.494892558177,17.25,0.56,Jouillat,46.2681750557,1.93780051823
23102,346.0,30.63,299.769837892284,167.769837892284,11.3,0.56,Ladapeyre,46.2487275281,2.05005881672
23103,323.0,21.28,328.0,174.0,15.18,0.53,Lafat,46.3383631539,1.6058357703
23104,239.0,16.34,184.0,122.0,14.63,0.66,Lavaufranche,46.3054306554,2.27199399628
23105,635.0,4.71,558.0,338.0,134.82,0.61,Lavaveix-les-Mines,46.0743634605,2.09358271092
23106,366.0,24.12,248.0,169.0,15.17,0.68,Lépaud,46.2313447495,2.38424161518
23107,129.0,14.8,190.778625954198,78.7786259541985,8.72,0.41,Lépinas,46.0586619387,1.93693233899
23108,142.0,18.32,102.559440559441,62.5594405594406,7.75,0.61,Leyrat,46.3583997455,2.29375289146
23109,211.0,16.63,174.002900519213,110.002900519213,12.69,0.63,Linard-Malval,46.3666691845,1.87647741216
23109,211.0,16.63,174.002900519213,110.002900519213,12.69,0.63,Linard,46.3666691845,1.87647741216
23110,60.0,7.32,60.2105263157895,24.2105263157895,8.2,0.4,Lioux-les-Monges,45.9406455555,2.4446876759
23111,251.0,14.67,163.909219858156,118.242553191489,17.11,0.72,Lizières,46.2087390078,1.57238796935
23112,746.0,44.73,660.156349142658,400.987721691678,16.68,0.61,Lourdoueix-Saint-Pierre,46.3997480565,1.82842448851
23113,299.0,32.64,295.552374434177,149.045663024781,9.16,0.5,Lupersat,45.9899835422,2.35823852546
23114,410.0,46.86,315.835153805893,199.466899837639,8.75,0.63,Lussat,46.1860711865,2.33160367389
23115,247.0,25.87,263.949365107647,121.413516051043,9.55,0.46,Magnat-l'Étrange,45.795032018,2.26882619571
23116,543.0,34.81,496.0,247.0,15.6,0.5,Mainsat,46.0476583582,2.38634930311
23117,302.0,13.27,193.362153421965,139.824082355975,22.76,0.72,Maison-Feyne,46.3472689397,1.67021270506
23118,180.0,11.12,141.590163934426,84.5901639344262,16.19,0.6,Maisonnisses,46.0608263373,1.90309804931
23119,43.0,11.8,37.5,21.5,3.64,0.57,Malleret,45.7623976444,2.32269567343
23120,187.0,25.43,166.025137905437,103.792206178529,7.35,0.63,Malleret-Boussac,46.3416170909,2.15084552451
23122,70.0,9.42,62.4794520547945,35.4794520547945,7.43,0.57,Mansat-la-Courrière,45.9652490444,1.79570521606
23123,187.0,12.9,170.945289354138,100.142076502732,14.5,0.59,Les Mars,45.9954123132,2.49152199993
23124,652.0,19.67,447.210003097164,291.10243055647,33.15,0.65,Marsac,46.100183678,1.58421912003
23125,99.0,16.21,96.5679012345681,50.0,6.11,0.52,Le Mas-d'Artige,45.7343897624,2.1863210182
23127,198.0,22.67,226.0,98.0,8.73,0.43,Mautes,45.936197398,2.38523342152
23128,126.0,7.8,97.0,61.0,16.15,0.63,Mazeirat,46.1381078382,1.98735515173
23129,65.0,10.24,54.0,32.0,6.35,0.59,La Mazière-aux-Bons-Hommes,45.8897027199,2.44364829354
23130,530.0,27.63,446.0,260.0,19.18,0.58,Méasnes,46.4230950685,1.77996331744
23131,693.0,45.45,574.057279531634,349.663606420913,15.25,0.61,Mérinchal,45.9084057409,2.49421673584
23132,411.0,17.23,255.939085693001,179.533680287595,23.85,0.7,Montaigut-le-Blanc,46.1184508913,1.73277255271
23133,345.0,27.68,271.604683232589,170.655864334951,12.46,0.63,Montboucher,45.9478595748,1.68034287927
23134,200.0,14.4,172.697280001818,85.05714750903,13.89,0.49,Le Monteil-au-Vicomte,45.9095469012,1.94488903825
23136,277.0,13.28,205.080914773484,135.080914773484,20.86,0.66,Mortroux,46.3956198653,1.90748729651
23137,516.0,25.2,436.356563860973,249.922997427407,20.48,0.57,Mourioux-Vieilleville,46.079416865,1.63796262107
23138,169.0,9.91,164.046078876938,86.0745341614907,17.05,0.52,Moutier-d'Ahun,46.0997586109,2.0630190962
23139,542.0,25.81,441.158955508182,269.541177730404,21.0,0.61,Moutier-Malcard,46.3835305321,1.95043016159
23140,419.0,19.66,326.274041838589,214.607375171923,21.31,0.66,Moutier-Rozeille,45.9183117798,2.19838575108
23141,630.0,36.23,541.991603085632,293.563278387878,17.39,0.54,Naillat,46.258586675,1.65007660909
23142,287.0,23.81,260.637389553797,139.733425169654,12.05,0.54,Néoux,45.9157589917,2.26372873002
23143,491.0,22.89,282.181522429602,211.181522429602,21.45,0.75,Noth,46.2422286438,1.58264517372
23144,240.0,48.12,256.014184397163,128.68085106383,4.99,0.5,La Nouaille,45.8393812197,2.06990945927
23145,279.0,25.75,195.164139420357,141.639361349925,10.83,0.73,Nouhant,46.287074332,2.39209394225
23146,241.0,19.09,224.13163421695,118.974683544304,12.62,0.53,Nouzerines,46.3891832834,2.11086671444
23147,96.0,8.17,107.484536082474,49.4845360824742,11.75,0.46,Nouzerolles,46.383379168,1.74040246165
23148,245.0,14.33,218.261237463502,118.290565434006,17.1,0.54,Nouziers,46.4236220738,1.96158183611
23149,709.0,47.02,517.163553585597,326.733093835979,15.08,0.63,Parsac-Rimondeix,46.1973815424,2.1397496521
23149,709.0,47.02,517.163553585597,326.733093835979,15.08,0.63,Parsac,46.1973815424,2.1397496521
23150,156.0,8.91,114.255097202466,73.8947368421053,17.51,0.65,Peyrabout,46.1007482768,1.91647736586
23151,431.0,41.4,372.0,216.0,10.41,0.58,Peyrat-la-Nonière,46.0802725066,2.25227584192
23152,70.0,6.4,57.4647887323944,37.4647887323944,10.94,0.65,Pierrefitte,46.1520867476,2.23278629425
23154,737.0,41.77,504.0,335.0,17.64,0.66,Pionnat,46.1700387523,2.02653941278
23155,364.0,5.25,264.802692037284,189.521793160879,69.33,0.72,Pontarion,45.9957082481,1.84611482202
23156,83.0,9.56,111.387478217575,45.7564102564103,8.68,0.41,Pontcharraud,45.861496557,2.27462161303
23157,96.0,7.58,85.0,50.0,12.66,0.59,La Pouge,45.9737443345,1.9401973026
23158,158.0,23.35,130.254537205082,72.7631578947368,6.77,0.56,Poussanges,45.8165124742,2.22140949104
23159,150.0,12.61,125.986842105263,75.9868421052632,11.9,0.6,Puy-Malsignat,46.0356584906,2.21430412833
23160,276.0,17.54,198.966817409522,125.174721189591,15.74,0.63,Reterre,46.1065631303,2.46758526788
23162,369.0,25.55,306.025757524296,178.662952646247,14.44,0.58,Roches,46.2810003098,1.99050170917
23164,484.0,41.01,425.964568368657,240.484342379957,11.8,0.56,Rougnat,46.0578019066,2.49617686559
23165,577.0,74.14,705.092727571771,267.282463186079,7.78,0.38,Royère-de-Vassivière,45.8375355848,1.90167387635
23166,192.0,11.81,129.75,93.0,16.26,0.72,Sagnat,46.313083165,1.62441629818
23167,334.0,34.0,312.794501878303,175.679770834121,9.82,0.56,Sannat,46.1229856338,2.41539962939
23168,769.0,41.11,576.479520687386,373.369736842108,18.71,0.65,Sardent,46.0459895877,1.85886765501
23169,632.0,7.5,315.468589932291,263.578294573642,84.27,0.84,La Saunière,46.1285230367,1.94133792755
23170,213.0,6.93,128.219072051929,103.219072051929,30.74,0.81,Savennes,46.1090525957,1.88611350462
23171,116.0,19.5,143.513599537037,63.3703703703704,5.95,0.44,Sermur,45.9695912053,2.41544170829
23172,122.0,14.41,119.0,62.0,8.47,0.52,La Serre-Bussière-Vieille,46.0560109698,2.33476198361
23173,139.0,20.76,116.333344147158,69.000010813825,6.7,0.59,Soubrebost,45.9625506165,1.83880495702
23174,584.0,36.68,467.952010863902,284.538918313111,15.92,0.61,Soumans,46.3041417254,2.33116198481
23175,114.0,9.14,107.990291262136,56.0,12.47,0.52,Sous-Parsat,46.0580187213,1.97890165632
23176,4982.0,37.07,3307.0,2603.0,134.39,0.79,La Souterraine,46.2366579943,1.47591088913
23177,1088.0,50.46,675.111389912513,487.270310452242,21.56,0.72,Saint-Agnant-de-Versillat,46.2809892727,1.50573009278
23178,175.0,25.51,183.052325581395,87.5,6.86,0.48,Saint-Agnant-près-Crocq,45.8065352344,2.33755197927
23179,279.0,15.21,206.262411347518,130.595744680851,18.34,0.63,Saint-Alpinien,45.962112522,2.24239447602
23180,486.0,8.05,253.103081255821,215.95391590149,60.37,0.85,Saint-Amand,45.9768729666,2.20679373252
23181,158.0,18.74,167.0,86.0,8.43,0.51,Saint-Amand-Jartoudeix,45.9176401302,1.66886742127
23182,173.0,14.42,149.976104053237,81.5287356321839,12.0,0.54,Saint-Avit-de-Tardes,45.9202464802,2.29914606711
23183,77.0,4.99,59.525641025641,36.525641025641,15.43,0.61,Saint-Avit-le-Pauvre,45.993398023,2.04843748291
23184,99.0,9.36,92.53,46.53,10.58,0.5,Saint-Bard,45.9133006129,2.40762090733
23185,284.0,24.94,243.861876021639,142.072813521639,11.39,0.58,Saint-Chabrais,46.1247745498,2.20712501606
23186,154.0,7.79,92.5063291139241,70.0,19.77,0.76,Saint-Christophe,46.0966479541,1.86066366309
23187,195.0,16.99,155.263440860215,99.5967741935484,11.48,0.64,Saint-Dizier-la-Tour,46.1424414999,2.15051617488
23188,196.0,15.89,185.36526425521,100.362726032563,12.33,0.54,Saint-Dizier-les-Domaines,46.3228482905,2.04735395376
23189,1133.0,67.02,903.838727770712,547.592917714846,16.91,0.61,Saint-Dizier-Masbaraud,46.0272675127,1.70488354974
23189,1133.0,67.02,903.838727770712,547.592917714846,16.91,0.61,Saint-Dizier-Leyrenne,46.0272675127,1.70488354974
23190,167.0,15.33,172.912479165928,87.0858895705522,10.89,0.5,Saint-Domet,46.050744775,2.29544986459
23191,195.0,15.6,147.583333333333,89.9166666666667,12.5,0.61,Saint-Éloi,46.0784457753,1.81701009377
23192,1466.0,59.03,1077.21362090507,685.213620905068,24.83,0.64,Fursac,46.1269796893,1.53252260223
23192,1466.0,59.03,1077.21362090507,685.213620905068,24.83,0.64,Saint-Étienne-de-Fursac,46.1269796893,1.53252260223
23193,2482.0,29.99,1328.66367725648,1111.95238926806,82.76,0.84,Sainte-Feyre,46.1570987846,1.91328237303
23194,123.0,6.84,91.0,62.0,17.98,0.68,Sainte-Feyre-la-Montagne,45.8948418395,2.23233670208
23195,1049.0,16.72,491.940214992941,431.992423828283,62.74,0.88,Saint-Fiel,46.2132149531,1.89527202748
23196,255.0,18.76,178.882846518307,103.4337447219,13.59,0.58,Saint-Frion,45.8644020911,2.22307984483
23197,369.0,24.09,315.833366132159,165.833366132159,15.32,0.53,Saint-Georges-la-Pouge,45.9974282432,1.96275929639
23198,143.0,18.59,147.0,73.0,7.69,0.5,Saint-Georges-Nigremont,45.8360016114,2.27335627417
23199,386.0,17.06,300.410564117818,192.465373961219,22.63,0.64,Saint-Germain-Beaupré,46.3160359158,1.55742406465
23200,165.0,24.3,189.934021801492,89.4578313253012,6.79,0.47,Saint-Goussaud,46.0310651725,1.56127982806
23201,212.0,11.06,130.456779895057,98.5352112676056,19.17,0.76,Saint-Hilaire-la-Plaine,46.1156085065,1.98483910793
23202,229.0,19.59,218.16972763102,124.16972763102,11.69,0.57,Saint-Hilaire-le-Château,45.993749867,1.89775218863
23203,219.0,11.91,149.897305012063,103.598603713361,18.39,0.69,Saint-Julien-la-Genête,46.1420634611,2.47460350528
23204,142.0,15.3,127.458510638298,67.4751773049645,9.28,0.53,Saint-Julien-le-Châtel,46.118231154,2.26998040696
23205,143.0,25.66,179.5,71.5,5.57,0.4,Saint-Junien-la-Bregère,45.8846270047,1.74417138808
23206,689.0,12.93,344.212718228749,296.939857293139,53.29,0.86,Saint-Laurent,46.1609419116,1.96011304253
23207,195.0,8.1,123.675,90.675,24.07,0.73,Saint-Léger-Bridereix,46.2806353119,1.57830675905
23208,415.0,13.98,240.0,196.0,29.69,0.82,Saint-Léger-le-Guérétois,46.1507777907,1.8151398543
23209,184.0,18.82,152.893371655667,91.4972677595628,9.78,0.6,Saint-Loup,46.1463514525,2.28115998053
23210,253.0,13.86,146.37684648591,109.675547784611,18.25,0.75,Saint-Maixant,45.9987180402,2.19897902296
23211,426.0,25.45,266.951822916667,193.0,16.74,0.72,Saint-Marc-à-Frongier,45.9193165134,2.11056144909
23212,129.0,18.42,141.529580246914,65.016,7.0,0.46,Saint-Marc-à-Loubaud,45.8434161746,1.99092518594
23213,181.0,12.78,152.987371310913,88.5744680851064,14.16,0.58,Saint-Marien,46.4127359723,2.21573799955
23214,272.0,10.25,210.365641456524,121.942564533447,26.54,0.58,Saint-Martial-le-Mont,46.0501750563,2.09062935629
23215,139.0,22.22,123.838603988604,66.2923076923077,6.26,0.54,Saint-Martial-le-Vieux,45.6896336571,2.30842367741
23216,146.0,31.25,198.103943680554,76.4372770138871,4.67,0.39,Saint-Martin-Château,45.8498336813,1.81176141675
23217,343.0,27.27,326.103430290379,177.151661801633,12.58,0.54,Saint-Martin-Sainte-Catherine,45.9426860436,1.56102508429
23218,98.0,14.1,127.26,55.86,6.95,0.44,Saint-Maurice-près-Crocq,45.8576074833,2.31542471203
23219,1222.0,39.72,696.847238073863,532.555802350637,30.77,0.76,Saint-Maurice-la-Souterraine,46.2106603665,1.42584956204
23220,566.0,38.92,474.0,279.0,14.54,0.59,Saint-Médard-la-Rochette,46.0220936926,2.14641995346
23221,193.0,40.19,220.922186965047,103.922186965046,4.8,0.47,Saint-Merd-la-Breuille,45.7335016527,2.4306254941
23222,161.0,15.57,122.067484662577,75.0674846625767,10.34,0.61,Saint-Michel-de-Veisse,45.9536199326,2.05002532305
23223,215.0,23.94,289.0,115.0,8.98,0.4,Saint-Moreil,45.8603059195,1.69391361996
23224,72.0,28.58,95.0,40.0,2.52,0.42,Saint-Oradoux-de-Chirouze,45.7286217698,2.32501480873
23225,104.0,13.36,101.903426791277,49.5700934579439,7.78,0.49,Saint-Oradoux-près-Crocq,45.8887496199,2.37555654665
23226,169.0,16.44,122.196531791908,76.1965317919075,10.28,0.62,Saint-Pardoux-d'Arnet,45.881920162,2.32602565268
23227,201.0,36.5,234.857983351295,103.533659026971,5.51,0.44,Saint-Pardoux-Morterolles,45.9054465384,1.82901180429
23228,197.0,7.51,124.174081632653,89.4540816326531,26.23,0.72,Saint-Pardoux-le-Neuf,45.9364998667,2.22787618622
23229,284.0,24.76,284.813826564093,141.282228051081,11.47,0.5,Saint-Pardoux-les-Cards,46.0920870349,2.12456060893
23230,166.0,23.72,142.632149307646,85.5151515151515,7.0,0.6,Saint-Pierre-Chérignat,45.9598091677,1.61399219926
23232,209.0,32.78,245.049231071979,106.605231071979,6.38,0.44,Saint-Pierre-Bellevue,45.9074959957,1.89628129619
23233,126.0,17.24,109.480916030534,63.4809160305344,7.31,0.58,Saint-Pierre-le-Bost,46.3965019066,2.26230447209
23234,155.0,22.34,165.034343434343,78.5333333333333,6.94,0.48,Saint-Priest,46.0938953777,2.35623802038
23235,777.0,27.44,468.49353770946,338.292598811064,28.32,0.72,Saint-Priest-la-Feuille,46.1984256064,1.53565448112
23236,257.0,21.9,193.804741896759,118.925490196078,11.74,0.61,Saint-Priest-la-Plaine,46.2038557137,1.6315718964
23237,55.0,10.64,42.0,23.0,5.17,0.55,Saint-Priest-Palus,45.8948915885,1.67641334578
23238,385.0,29.59,283.247831423895,185.332446808511,13.01,0.65,Saint-Quentin-la-Chabanne,45.8786461454,2.14631978008
23239,632.0,24.98,544.0,327.0,25.3,0.6,Saint-Sébastien,46.3933331691,1.53031685925
23240,405.0,15.32,284.755202296653,202.99511002445,26.44,0.71,Saint-Silvain-Bas-le-Roc,46.3319366836,2.21828718051
23241,215.0,20.85,205.937624216481,93.7440758293839,10.31,0.46,Saint-Silvain-Bellegarde,45.9661631879,2.30737772119
23242,226.0,9.55,181.801585235326,105.903381642512,23.66,0.58,Saint-Silvain-Montaigut,46.1412485496,1.76065637075
23243,154.0,14.57,126.332147937411,80.1216216216216,10.57,0.63,Saint-Silvain-sous-Toulx,46.2595513591,2.18852889263
23244,587.0,30.85,554.671733989359,292.991334488735,19.03,0.53,Saint-Sulpice-le-Dunois,46.2979968823,1.72607860282
23245,1935.0,36.18,1057.19884915971,874.86058668281,53.48,0.83,Saint-Sulpice-le-Guérétois,46.2020232419,1.82822095758
23246,350.0,21.7,285.362068965517,180.028735632184,16.13,0.63,Saint-Sulpice-les-Champs,45.9883129474,2.02002682411
